temperature,humidity,pest_level,crop_health
29.74,70.77,10,81.05
24.99,41.6,0,100
30.5,49.03,10,79.95
29.35,68.36,1,96.85
36.15,37.79,3,89.03
35.36,64.21,3,90.51
39.38,74.45,5,84.35
19.85,36.98,10,81.22
15.68,74.18,5,91.43
34.03,51.14,3,94.16
38.77,35.94,7,79.99
10.82,50.76,3,93.0
27.86,89.33,9,83.48
26.33,74.88,3,92.87
15.42,57.43,6,88.8
16.2,20.35,3,92.23
28.36,66.16,4,91.56
15.98,22.07,3,92.15
33.7,28.86,4,90.75
38.89,45.5,10,73.62
34.78,91.37,4,93.93
27.21,41.15,8,85.05
15.92,63.74,4,91.97
39.01,97.26,10,73.43
21.11,23.45,2,97.6
19.34,73.31,9,83.35
31.95,99.92,8,85.49
32.5,79.02,8,82.33
33.02,21.29,4,93.52
11.79,56.79,10,79.08
13.55,66.92,8,82.75
20.14,54.3,10,80.01
30.59,44.84,3,95.08
10.22,64.83,1,96.24
32.86,90.51,0,100
25.16,27.38,10,79.94
11.8,42.5,9,81.63
24.17,89.97,1,96.66
32.4,65.89,0,98.8
13.55,75.96,4,91.16
31.66,57.18,4,93.36
12.94,66.27,4,91.34
27.16,75.44,8,82.17
12.37,76.33,1,98.05
39.78,81.27,4,86.77
35.85,50.77,6,81.99
14.67,78.47,10,78.03
22.03,64.67,5,89.57
20.83,55.38,1,96.01
38.82,60.36,2,91.43
32.21,98.47,6,87.62
30.03,20.21,0,100
25.22,32.24,7,87.94
10.62,33.83,6,88.56
38.97,48.52,0,94.31
28.84,70.9,7,87.93
19.17,20.44,1,97.97
30.18,50.9,8,82.46
10.35,59.06,3,92.45
26.49,94.83,3,95.97
24.45,37.49,7,87.96
33.95,22.62,6,86.72
13.86,90.82,4,91.31
19.86,93.15,2,94.05
37.92,99.84,4,88.32
25.75,72.45,4,90.08
14.25,30.02,5,89.2
33.0,52.89,8,84.52
18.27,42.97,4,90.98
32.49,24.53,9,83.92
24.16,52.54,9,81.54
16.58,76.74,4,91.9
15.69,50.15,2,97.95
39.29,61.83,5,86.92
37.61,60.47,0,95.05
10.15,80.01,7,87.34
12.69,47.27,2,96.63
39.6,78.29,8,77.65
25.68,61.01,8,85.97
14.55,68.8,10,78.54
14.41,80.97,2,95.49
33.31,30.05,1,98.36
23.18,58.81,7,87.8
19.96,87.69,3,92.95
27.98,29.5,1,97.48
30.35,24.79,9,82.82
21.3,40.65,9,83.63
10.99,69.95,2,95.69
13.53,85.82,6,87.07
24.75,71.36,6,86.3
19.55,68.83,8,83.06
22.68,62.14,8,84.59
25.65,59.26,9,83.68
15.9,83.97,4,91.85
39.33,73.76,10,75.16
39.74,46.41,9,77.29
21.93,29.35,5,90.8
32.31,46.68,3,93.89
30.46,67.06,10,80.0
17.95,74.19,3,94.5
11.33,39.7,8,83.4
34.09,22.27,3,94.89
18.65,26.63,9,82.34
19.43,61.18,7,85.16
25.99,56.24,5,90.37
27.02,54.06,7,87.39
17.61,70.95,3,95.57
34.56,67.52,5,89.08
33.75,56.87,4,93.8
28.52,43.27,5,90.1
38.03,56.9,5,83.7
31.47,50.9,3,94.64
10.83,20.65,4,90.26
31.54,85.23,5,90.81
30.0,81.48,5,88.17
38.18,54.74,8,80.81
23.79,88.77,4,93.66
38.17,53.79,3,88.37
13.84,96.85,0,100
37.8,45.13,3,88.24
30.41,84.0,0,99.92
15.77,43.54,2,96.69
24.18,25.9,3,93.46
30.76,77.31,1,96.29
27.62,84.71,8,84.41
32.9,97.21,9,81.38
20.03,73.23,6,89.52
23.71,52.7,10,80.67
29.44,84.69,5,89.12
26.5,99.87,9,82.79
26.08,90.67,9,80.83
20.47,64.17,5,90.27
15.92,41.53,1,98.23
29.41,33.56,1,96.76
18.91,93.09,6,87.16
14.06,73.08,8,84.5
16.96,86.55,10,79.43
28.4,94.1,10,81.26
39.8,21.05,6,82.88
39.91,62.09,5,85.49
34.95,65.6,2,95.07
24.29,42.42,7,87.85
28.98,98.99,7,86.93
13.35,99.26,4,90.09
20.38,93.34,3,94.47
32.37,67.23,3,94.39
39.23,77.65,6,81.08
22.56,94.61,1,98.5
14.52,85.45,6,88.17
26.42,34.85,6,86.45
18.65,87.86,0,99.22
11.98,50.47,0,99.42
15.15,74.34,4,90.43
26.34,40.3,2,97.23
26.43,78.81,10,80.04
22.57,36.61,4,91.89
20.5,22.18,2,94.77
16.77,89.61,9,83.37
28.0,43.69,8,83.68
35.54,36.84,4,86.74
25.59,98.39,6,89.52
33.3,85.15,1,96.96
29.73,81.86,10,81.94
16.43,68.59,10,78.57
36.16,70.36,5,84.12
10.87,61.94,6,89.8
13.04,93.28,2,95.92
35.02,26.59,10,74.39
27.94,33.38,7,87.34
23.19,48.93,9,80.68
28.55,58.7,0,98.26
34.64,73.13,0,99.46
31.19,70.96,2,94.11
20.57,93.07,6,86.38
12.82,65.86,7,85.24
28.21,97.8,4,93.6
10.63,96.51,1,99.79
26.2,85.2,8,85.54
38.67,80.44,0,95.28
29.8,22.44,5,89.7
34.56,43.31,0,100
13.48,96.54,3,94.14
29.71,98.42,9,82.66
16.43,77.14,1,99.87
24.92,37.07,0,99.82
27.67,61.82,4,93.35
11.03,81.61,5,88.78
11.47,70.13,7,85.66
28.99,40.91,7,87.71
11.45,36.06,5,91.32
27.01,31.63,6,87.75
36.41,95.29,10,74.69
23.16,24.86,4,90.14
36.89,47.68,3,88.84
33.06,87.65,10,80.54
27.57,21.58,2,96.89
29.37,81.67,9,81.34
16.51,82.19,0,99.54
29.24,27.7,1,98.4
15.07,23.93,7,85.72
35.88,48.66,2,91.01
25.37,73.79,5,89.43
23.59,33.19,7,87.76
20.75,23.49,7,84.48
14.0,60.94,7,85.35
19.33,99.03,3,95.71
14.21,91.68,6,87.54
19.47,60.72,4,91.78
20.55,89.82,7,84.94
36.47,71.76,1,93.68
39.64,94.59,3,90.23
37.37,39.52,7,82.76
35.71,28.9,7,79.07
13.69,44.29,10,79.61
26.07,53.58,5,91.25
23.62,34.7,8,82.1
35.23,34.28,5,86.72
24.68,72.73,2,95.29
25.29,74.23,1,97.15
24.54,25.95,8,83.39
16.26,96.08,9,83.46
30.54,56.67,3,93.31
27.85,30.9,3,93.2
34.47,34.49,3,95.29
39.5,56.33,6,82.69
17.56,30.6,10,81.14
17.64,72.83,10,79.18
17.66,79.02,0,100
20.0,63.03,9,82.36
29.95,75.73,0,98.62
34.3,50.66,3,92.05
16.64,76.94,9,82.42
27.76,88.86,5,90.85
13.63,77.66,4,92.04
29.33,43.15,8,84.48
18.72,32.78,4,91.36
23.34,35.87,3,95.4
14.15,55.45,4,93.6
30.05,21.28,8,85.73
31.04,95.35,0,100
15.51,82.56,0,98.3
21.66,39.97,2,97.29
22.75,44.8,5,90.4
28.97,47.74,5,89.49
34.14,81.95,3,94.65
13.83,46.74,0,98.31
13.7,58.8,9,82.08
22.79,22.02,1,99.25
38.93,32.03,0,93.49
10.35,68.25,1,97.0
35.54,32.23,0,96.24
10.19,78.11,3,93.52
10.35,59.28,5,88.04
19.26,79.19,7,84.37
25.79,23.38,8,85.19
35.82,87.64,6,81.87
13.79,35.72,1,97.33
27.29,72.7,0,98.91
35.07,53.43,8,78.01
25.27,50.93,0,99.77
34.61,66.89,1,96.22
39.31,38.52,8,77.91
21.62,27.43,8,83.15
14.09,21.83,3,93.25
38.78,85.04,1,93.88
25.63,94.78,6,86.69
23.23,55.86,3,94.99
33.59,89.94,3,94.08
16.64,29.11,10,81.56
25.32,54.92,1,99.28
18.02,23.42,1,99.69
12.26,80.4,6,88.66
14.27,78.07,7,84.87
26.09,72.36,5,88.08
35.33,25.39,6,82.86
36.36,50.19,10,75.19
30.75,21.93,0,100
22.86,31.23,6,89.49
17.27,53.91,10,79.74
30.04,38.78,7,84.02
30.6,39.51,2,96.84
10.99,92.86,3,95.07
12.13,21.02,1,98.75
21.47,81.94,4,90.49
15.09,65.18,0,99.14
12.34,95.07,9,83.56
26.06,98.34,9,81.6
27.67,23.92,4,92.06
17.02,67.71,8,84.77
24.38,31.82,1,97.32
38.07,65.37,6,83.6
30.1,90.5,0,100
32.37,27.57,6,88.53
24.03,96.56,9,80.93
17.18,75.36,9,80.27
35.21,58.55,3,89.16
31.15,26.04,9,82.39
24.23,85.72,3,95.68
37.33,27.68,2,90.69
35.56,77.43,6,81.32
32.04,38.54,8,84.49
12.31,22.26,7,87.18
36.03,26.44,7,81.15
31.2,82.18,8,84.47
27.97,21.24,7,85.39
12.94,28.83,4,93.42
25.5,67.96,1,98.91
34.91,91.84,3,94.89
36.0,85.17,2,90.49
27.2,81.41,5,90.37
32.87,90.76,1,98.12
15.9,49.34,0,99.81
39.87,41.16,7,82.13
31.8,90.51,3,92.08
10.88,95.15,4,93.26
13.33,89.45,6,89.91
23.44,55.31,10,78.38
31.25,53.58,4,90.42
10.05,55.24,10,80.48
26.39,87.58,9,81.61
14.36,75.75,6,88.16
38.8,60.57,1,94.22
18.2,46.5,9,83.87
12.14,88.5,5,91.01
31.1,74.78,10,79.63
20.05,59.45,7,86.15
29.66,74.38,1,99.53
26.06,50.12,3,92.68
11.33,86.22,9,83.22
14.29,75.21,5,91.95
17.66,99.3,4,91.88
31.71,88.48,8,85.74
32.38,21.44,5,91.73
23.15,76.47,3,92.17
22.51,91.73,9,83.61
37.93,62.54,10,75.33
33.2,73.2,8,85.48
35.16,39.93,4,85.74
29.33,83.16,3,93.2
14.21,49.69,7,86.69
12.5,72.05,6,87.57
12.37,27.59,9,83.31
11.3,22.18,9,80.37
39.97,85.2,5,86.9
39.64,41.43,2,91.54
30.51,38.61,6,87.35
16.29,31.51,6,88.39
16.02,93.46,5,88.47
37.56,39.17,9,78.6
19.79,95.29,5,88.09
10.7,86.41,1,98.89
24.1,23.9,3,93.09
12.3,86.86,0,99.16
11.34,34.38,9,83.03
36.95,28.77,8,79.48
13.83,26.24,3,92.62
24.51,74.24,6,89.25
14.28,78.89,2,96.49
12.49,36.55,9,82.43
22.02,89.13,6,87.14
37.25,66.54,3,90.33
26.2,26.87,4,93.42
39.23,39.08,7,81.66
38.83,26.76,7,80.55
25.72,57.09,10,80.17
18.04,64.73,10,79.25
10.39,62.88,0,98.73
20.51,82.87,3,94.14
23.82,95.31,0,98.14
34.77,47.1,9,81.38
24.6,43.58,5,88.95
16.29,75.64,3,94.29
18.03,61.5,6,86.44
23.98,64.23,2,97.86
29.88,49.02,0,99.15
24.8,40.34,8,85.97
33.48,69.08,5,88.35
15.77,32.02,5,91.77
15.97,89.68,0,98.53
14.75,38.64,7,84.65
36.93,60.59,3,89.81
27.23,79.28,0,98.65
21.47,25.02,3,94.57
36.72,70.02,4,88.56
31.0,99.57,7,85.22
16.1,67.53,1,97.9
34.87,95.18,9,81.01
18.84,26.47,1,96.63
10.59,95.11,3,92.56
10.49,97.36,6,89.15
25.24,60.31,8,83.58
10.29,45.33,2,94.24
39.63,68.32,5,85.24
11.4,38.35,10,80.69
38.86,22.36,7,82.29
22.45,91.27,8,84.97
12.31,25.28,7,84.7
14.82,72.15,7,84.33
24.36,20.64,9,80.82
39.13,94.8,5,86.43
16.81,28.04,1,97.94
38.45,33.06,2,89.03
38.67,34.36,5,83.56
28.9,38.84,8,83.35
10.63,63.06,3,93.11
22.73,67.37,2,96.01
16.15,43.54,1,99.23
13.85,60.38,0,98.69
24.56,80.31,4,92.08
39.3,24.68,4,86.23
23.72,74.95,5,89.05
17.68,84.41,10,79.06
34.01,26.25,1,98.85
22.8,99.72,7,87.71
17.33,82.16,3,92.13
23.76,81.11,4,91.05
28.18,96.36,5,88.11
15.3,47.29,8,84.48
29.39,74.31,6,86.55
32.41,50.94,2,96.51
14.62,91.42,7,84.81
25.0,40.29,6,88.31
28.84,24.78,7,87.02
15.48,45.97,9,83.12
39.36,65.56,7,80.24
19.2,68.01,6,87.32
10.31,39.33,3,92.62
20.49,71.03,8,84.93
26.62,41.78,10,78.34
10.78,46.05,8,84.33
14.13,83.36,4,93.67
11.16,23.98,8,83.34
18.98,88.69,4,92.24
36.75,61.04,2,89.77
23.49,34.86,4,92.32
36.93,93.0,6,82.47
13.2,83.63,3,93.52
13.58,41.67,3,92.96
20.17,30.89,0,99.77
10.99,32.33,0,100
38.73,94.44,7,79.54
22.06,27.96,8,85.01
19.43,30.64,8,84.19
38.7,39.24,3,87.05
25.08,52.13,7,84.59
32.5,80.3,1,97.0
21.82,32.97,1,96.17
25.18,63.77,9,81.39
13.9,44.49,10,80.26
26.33,22.43,8,83.54
26.53,57.23,5,90.47
22.87,36.81,8,83.04
39.79,61.83,10,74.24
35.52,63.59,4,85.32
24.54,70.56,9,83.6
28.32,77.78,3,93.55
11.05,68.67,3,93.36
20.52,50.13,8,83.21
17.09,88.3,3,92.04
34.83,36.5,7,85.49
19.33,85.8,5,90.3
20.33,34.79,0,100
31.41,84.78,7,84.1
18.51,79.89,1,99.0
23.25,72.79,1,99.28
37.08,63.4,1,91.78
31.29,44.51,6,87.47
17.7,92.37,0,98.28
27.21,42.24,1,99.46
34.59,96.76,8,83.01
16.71,99.77,9,83.43
37.29,39.05,9,78.49
15.16,86.39,8,84.09
22.76,43.78,10,80.74
27.58,30.05,1,96.0
22.64,47.29,8,84.96
29.54,68.0,10,80.7
10.12,68.79,9,82.53
20.88,82.84,1,97.27
18.52,29.63,0,100
32.31,64.92,7,87.55
24.27,52.09,10,78.78
20.68,35.02,3,95.56
36.07,65.02,8,77.21
10.66,54.93,10,81.92
27.48,32.49,8,83.67
23.3,61.5,6,89.69
31.81,37.87,8,82.55
39.65,89.18,1,92.29
18.48,67.48,1,96.44
38.24,95.86,7,79.22
10.22,29.77,5,89.8
28.29,72.05,10,78.43
19.36,84.28,9,81.57
19.07,67.89,3,94.21
38.7,85.4,10,74.48
23.06,66.45,3,92.71
29.73,37.9,9,83.35
28.17,38.28,1,97.62
18.97,62.58,0,98.96
14.05,52.12,5,90.01
20.3,85.53,6,87.73
22.27,91.5,3,93.36
15.52,32.97,1,99.67
27.39,49.5,7,84.89
23.05,55.33,4,93.54
25.19,95.09,4,93.39
30.4,65.15,9,81.91
15.23,23.12,8,84.83
39.18,29.79,1,91.47
34.82,48.69,1,97.05
10.88,47.07,1,96.61
13.22,98.68,0,100
35.32,68.71,3,89.13
38.81,53.06,8,77.84
11.39,45.83,4,90.47
18.48,89.38,10,78.79
23.99,97.31,8,83.08
32.23,46.3,2,97.94
22.45,39.83,6,88.41
35.67,70.21,3,90.36
22.45,52.57,8,83.87
33.65,75.56,6,86.17
39.75,54.05,0,96.3
10.37,94.95,3,95.71
28.01,85.59,2,94.51
33.98,61.99,3,94.36
11.01,33.07,3,92.58
11.44,59.73,6,88.15
22.65,61.82,6,88.41
29.83,58.6,8,83.17
26.85,29.69,4,92.93
30.28,52.54,0,99.67
18.55,74.84,7,85.67
38.42,89.09,2,92.02
23.17,77.77,1,97.66
18.18,52.54,1,96.04
32.89,68.69,2,96.57
24.08,25.82,4,91.67
26.49,31.15,9,81.3
31.66,99.11,9,80.66
19.09,75.33,6,87.15
30.03,48.41,3,92.14
38.37,46.9,4,85.81
18.55,71.15,6,86.02
25.99,28.27,8,85.66
14.23,21.28,3,92.57
37.06,28.94,4,85.95
12.12,63.12,8,82.37
14.6,38.83,8,84.46
23.27,83.14,10,79.69
34.83,40.54,9,81.07
17.16,72.05,0,98.93
11.36,23.76,3,93.72
13.26,48.1,9,83.79
10.26,25.0,7,86.26
19.16,42.45,8,83.37
25.32,81.83,8,84.22
35.9,26.56,10,75.91
32.68,51.48,0,100
11.11,48.2,5,88.38
16.73,49.74,5,88.33
31.48,78.95,2,94.66
32.39,31.46,10,78.04
20.91,60.42,10,80.16
18.93,78.23,1,99.55
22.36,69.98,4,91.59
11.93,38.39,3,92.01
33.83,72.7,7,84.57
24.86,74.84,1,99.68
30.13,56.67,7,87.2
17.9,39.18,0,100
33.54,27.99,7,85.05
27.98,33.29,6,88.75
34.53,64.15,9,82.51
30.02,73.24,2,95.9
28.54,81.59,1,97.61
18.83,74.78,10,81.05
39.74,98.53,10,73.99
14.42,83.86,7,86.42
32.55,49.57,7,84.63
19.62,55.63,6,86.4
38.93,29.67,5,84.46
27.38,86.76,0,98.33
20.06,72.66,3,93.13
21.78,86.12,2,94.67
27.43,55.74,9,81.25
38.22,44.54,3,90.03
23.47,48.44,1,99.21
28.49,41.82,5,89.9
33.09,33.23,3,95.25
30.31,41.69,9,80.44
32.5,49.8,9,81.19
18.18,88.03,9,80.35
15.98,51.19,6,87.76
36.39,64.45,7,82.49
10.32,86.19,6,86.01
13.64,21.5,10,78.55
17.82,71.28,3,92.08
30.67,45.06,2,94.12
15.37,22.39,9,80.47
29.04,30.59,0,100
23.92,42.87,2,95.86
28.45,84.04,3,92.33
12.44,23.83,9,80.19
20.93,28.47,1,98.62
39.67,94.3,8,79.63
36.81,20.86,9,78.46
21.88,87.71,9,81.97
29.26,53.47,10,81.52
19.67,41.4,1,97.83
12.02,36.22,2,96.18
24.09,56.38,9,83.08
12.25,75.54,10,80.35
39.02,43.85,3,89.62
25.88,35.37,10,79.74
24.91,82.72,0,100
24.72,81.45,5,90.19
38.67,70.88,5,83.83
15.79,29.04,10,81.8
34.15,57.08,0,99.69
13.44,41.02,9,83.64
23.69,28.22,0,98.2
12.78,77.4,10,79.52
39.34,20.19,0,95.58
12.02,51.2,2,97.86
36.77,46.49,4,87.78
16.67,93.15,0,98.43
13.23,47.56,8,85.95
36.73,43.15,1,92.7
11.56,92.81,2,96.5
29.56,40.25,10,80.91
31.35,65.72,9,83.21
15.92,90.01,9,81.62
29.14,83.33,5,89.96
20.32,31.95,9,80.29
22.83,29.72,6,87.57
36.64,66.64,7,80.13
24.39,69.45,8,83.42
14.8,57.15,6,88.83
18.89,42.91,2,97.02
33.78,95.92,0,98.67
35.97,68.04,5,85.53
19.38,89.38,10,81.42
11.51,87.22,10,79.58
34.76,64.95,10,79.61
31.36,38.01,7,86.17
18.92,23.08,2,94.4
28.91,30.46,5,89.99
13.59,47.97,9,80.95
22.37,21.16,6,86.71
34.38,90.08,1,97.4
24.82,42.13,2,97.54
35.05,22.58,4,85.42
34.12,73.68,4,93.56
15.54,76.79,9,82.13
25.68,65.37,10,78.8
31.19,72.67,6,89.73
10.41,24.92,5,89.49
29.06,51.17,4,90.69
34.78,36.64,0,99.22
29.48,75.54,8,85.79
37.61,44.38,5,84.94
22.78,42.5,3,92.01
20.21,68.13,5,88.66
26.96,49.33,3,95.43
14.83,64.52,1,96.61
24.41,41.83,9,82.93
11.26,48.92,0,98.97
19.03,22.5,10,79.47
33.1,95.35,6,89.52
38.74,97.34,8,77.51
35.7,63.41,10,76.56
10.68,79.46,1,96.75
12.7,24.7,5,88.47
37.54,84.67,6,81.32
17.21,90.16,1,98.7
29.37,91.83,5,89.15
21.65,82.84,5,91.72
16.44,65.82,0,98.85
24.35,52.26,9,81.73
39.01,95.38,2,91.96
31.88,67.41,5,91.3
15.14,64.37,0,100
39.61,54.87,10,76.74
29.52,89.97,0,98.09
17.58,67.62,9,80.46
17.82,84.31,2,97.03
10.79,39.76,0,100
33.24,79.48,3,93.37
38.82,32.35,9,75.39
17.92,83.25,0,98.91
33.3,75.37,9,81.64
37.91,97.07,2,91.88
30.75,76.66,1,97.38
19.44,26.36,4,93.69
31.0,28.04,3,92.52
12.61,21.16,1,96.13
32.95,91.79,5,89.86
35.4,86.63,9,77.14
35.49,89.59,6,82.7
31.26,45.02,8,84.41
36.33,38.87,8,80.33
17.92,84.04,0,98.63
29.39,44.47,2,97.32
29.1,23.62,2,95.82
28.13,77.33,9,80.44
31.5,22.79,9,82.05
10.09,27.46,9,82.87
13.43,73.73,6,88.84
11.56,64.44,9,81.67
21.57,74.09,3,92.39
29.16,86.83,8,84.97
38.83,30.0,8,79.51
10.23,76.34,5,88.83
10.67,76.99,10,80.43
18.37,46.31,9,83.75
36.12,57.99,3,87.05
30.75,43.36,10,78.55
16.14,60.59,7,87.32
37.67,65.13,5,84.11
13.15,91.25,8,84.27
13.64,67.6,2,97.88
22.12,76.57,7,85.06
37.32,72.39,1,93.42
14.15,54.55,4,93.51
12.58,47.13,0,100
11.67,61.6,10,78.35
35.0,97.11,8,83.25
35.52,45.4,0,93.9
35.6,20.59,5,84.28
31.66,65.92,9,82.94
35.22,44.5,4,85.88
39.42,96.28,9,77.28
15.55,38.69,6,86.77
19.12,38.03,1,98.2
17.64,31.23,10,81.86
19.6,62.83,6,87.42
21.91,98.12,8,82.22
25.58,87.22,5,88.02
13.31,92.94,7,85.44
36.14,46.73,9,78.28
34.41,78.22,8,85.17
38.93,91.95,9,76.47
30.25,34.29,9,82.63
25.29,65.55,3,92.99
26.42,89.9,3,94.21
14.43,88.89,9,83.56
32.01,80.66,1,96.51
31.74,59.45,5,89.9
20.57,22.16,6,88.04
16.73,62.82,6,89.32
37.21,39.34,0,95.26
24.48,57.98,9,82.11
21.83,98.15,4,93.43
34.13,37.27,7,85.64
15.94,96.68,8,84.36
28.81,91.11,2,97.23
16.24,37.61,9,82.91
12.05,84.27,2,97.66
12.21,81.46,3,92.29
19.72,89.77,7,86.92
33.76,55.36,5,88.19
16.1,64.45,0,98.39
32.2,77.62,6,88.82
12.93,61.98,8,84.82
35.72,67.97,3,89.27
29.5,92.15,5,89.33
38.19,67.33,3,88.86
36.96,75.9,6,84.82
20.4,87.85,5,90.84
12.91,98.67,8,85.3
23.38,93.28,6,87.11
19.87,29.16,0,99.59
33.31,42.0,0,100
33.71,76.25,3,92.18
37.46,59.07,4,88.18
31.43,90.27,2,95.28
17.25,64.96,5,91.78
20.85,56.49,6,87.35
32.88,65.89,7,85.47
14.49,53.85,4,92.3
15.84,91.36,7,84.01
39.25,97.97,1,92.3
11.56,84.62,7,85.93
16.86,84.2,9,80.12
39.91,62.6,8,77.33
12.19,79.29,6,86.03
18.83,58.18,1,98.38
11.37,63.3,6,88.46
23.28,59.81,1,97.74
35.32,60.66,10,73.83
31.89,73.78,4,91.81
15.87,61.78,0,99.58
34.54,49.84,3,92.3
25.52,94.9,5,88.18
37.34,24.46,4,86.18
18.52,80.23,4,93.51
28.13,91.16,0,99.26
20.92,58.12,4,91.05
13.63,80.86,8,82.08
24.33,50.54,3,94.73
31.65,20.31,3,95.33
22.85,91.39,6,89.5
36.38,46.46,10,76.1
23.15,77.63,1,97.89
20.82,35.39,7,87.49
35.05,98.37,4,87.17
36.66,37.25,0,95.28
18.65,45.84,9,80.78
23.89,22.57,8,82.74
24.47,46.21,8,84.01
34.34,70.4,5,91.25
28.05,34.57,6,87.26
16.13,96.42,7,86.15
17.9,85.43,4,91.48
18.54,52.55,8,83.38
14.55,81.08,1,96.89
32.28,23.41,4,92.58
24.75,64.63,5,88.14
26.96,35.45,7,85.15
37.25,20.56,0,95.47
33.72,64.7,1,97.83
17.92,59.24,6,86.69
28.75,91.11,6,88.97
23.95,94.35,5,91.36
32.85,95.72,6,89.95
20.99,21.76,5,89.79
29.9,23.08,7,84.29
17.51,39.39,2,95.59
30.9,66.38,2,97.93
37.63,38.65,9,75.33
39.4,66.48,10,76.31
21.97,95.29,0,98.71
37.92,45.0,6,81.75
24.67,52.24,10,78.74
31.08,42.86,1,98.04
34.03,25.11,3,93.26
13.82,22.39,2,94.95
28.08,52.37,8,82.27
15.19,89.46,10,78.34
12.55,80.69,6,89.41
38.0,98.77,0,94.71
39.66,37.11,4,87.1
23.47,37.98,4,93.69
19.92,54.56,2,94.83
23.94,84.83,10,81.23
32.76,51.98,3,92.72
22.48,59.9,9,80.05
23.1,78.1,5,91.79
10.66,64.85,0,98.1
26.47,52.28,6,89.73
36.02,87.02,8,80.55
34.02,76.1,0,99.58
11.6,62.97,5,90.68
31.95,25.09,9,80.9
15.69,45.91,3,92.63
24.22,31.94,0,98.8
39.65,42.55,8,80.66
39.05,57.15,9,79.0
20.41,37.28,2,97.18
39.8,62.48,0,95.1
22.6,94.41,3,92.46
14.01,97.08,8,84.64
31.62,26.11,10,78.82
18.87,34.21,8,82.83
34.65,21.61,0,100
24.89,57.18,8,82.27
29.53,99.55,9,80.36
33.43,32.35,5,89.52
21.42,57.58,4,91.71
15.03,46.27,1,98.27
13.0,61.49,7,87.08
11.78,53.38,5,91.06
23.91,91.91,7,84.69
34.62,42.16,0,99.18
38.23,80.79,10,73.1
16.89,64.47,5,91.73
15.5,90.01,8,82.8
22.41,98.25,5,91.52
13.13,93.64,6,86.25
12.95,70.9,10,79.09
11.79,57.94,3,92.8
26.49,21.34,8,84.03
38.39,31.96,2,90.35
38.69,54.13,2,91.43
35.65,58.43,3,88.46
12.82,27.46,4,92.61
18.09,70.24,6,88.92
25.89,52.85,1,96.32
31.7,29.9,9,80.26
26.59,35.64,2,96.27
36.06,40.11,7,81.77
30.37,21.22,7,86.57
36.97,64.66,2,92.21
34.62,70.77,9,80.83
27.98,46.91,4,90.67
13.72,56.0,9,82.98
29.53,87.92,9,80.3
33.45,55.9,10,81.22
15.81,31.99,3,95.87
23.53,53.53,6,87.54
25.08,98.85,3,95.75
15.73,44.78,8,85.89
21.1,33.48,8,85.78
27.96,52.58,6,86.5
16.98,74.64,7,85.96
13.63,48.28,8,84.08
21.47,76.93,1,99.84
28.85,35.94,9,80.97
31.56,26.68,9,83.41
27.0,55.71,0,100
20.81,35.09,8,82.49
20.58,64.05,9,81.37
20.72,70.59,4,93.68
37.7,93.98,10,73.2
34.98,35.56,0,99.86
10.64,32.05,0,99.04
35.74,94.01,8,78.41
15.25,35.02,10,79.74
13.62,57.37,7,86.01
24.01,21.96,10,78.05
22.72,39.96,2,96.61
16.76,74.77,8,83.93
38.92,72.91,3,90.27
31.64,33.3,5,89.61
18.9,37.47,0,100
14.61,89.19,7,85.71
18.01,33.96,10,79.53
32.99,90.21,5,88.92
22.36,62.67,6,87.2
37.35,64.99,0,94.49
38.22,94.41,7,81.12
19.18,65.52,10,79.94
32.07,86.93,5,89.71
38.77,65.21,5,84.12
22.29,89.27,7,84.78
19.69,99.61,8,84.01
30.12,68.63,6,87.29
39.09,91.83,5,85.87
20.78,82.47,1,97.68
22.94,58.53,3,93.37
33.21,90.87,2,96.96
28.24,57.03,2,96.76
13.82,81.96,10,78.05
14.94,34.72,5,88.48
21.43,58.34,3,95.44
12.99,92.95,5,90.4
35.59,73.54,5,85.98
17.12,73.83,5,89.36
31.81,87.26,2,96.9
30.25,94.26,5,90.9
15.01,36.34,4,92.99
23.33,38.28,1,98.4
38.2,92.15,5,85.02
19.98,50.35,9,81.4
13.12,95.93,5,90.62
32.39,23.95,5,88.39
14.86,93.76,7,85.31
37.88,49.92,3,87.13
15.39,56.85,5,89.03
11.1,33.55,1,96.19
29.96,96.97,3,93.58
27.91,50.66,1,96.33
16.7,70.3,8,83.23
18.15,78.23,1,99.43
20.26,73.87,2,95.86
27.18,20.8,7,87.36
19.32,52.52,3,94.18
16.13,59.28,7,85.01
39.2,58.85,2,92.65
38.09,97.73,2,91.47
20.61,22.69,10,80.4
34.32,86.94,2,95.27
16.2,47.65,9,80.03
32.98,92.97,6,89.3
25.85,39.66,2,97.68
25.59,33.27,3,92.45
23.81,31.1,4,91.68
15.27,34.64,6,88.22
33.54,42.54,8,84.02
39.98,90.31,5,83.46
28.58,41.91,8,83.14
31.72,63.09,8,83.36
17.2,41.27,9,82.26
29.61,71.99,10,78.26
27.97,67.49,7,87.89
24.9,65.02,10,78.3
28.83,27.88,4,90.91
38.43,58.9,2,89.87
33.3,31.64,4,91.8
36.45,33.04,10,74.41
39.66,41.68,9,78.44
37.88,72.96,9,77.41
11.73,64.49,0,99.8
34.75,67.56,8,82.57
10.86,82.14,4,91.27
32.42,42.19,2,95.3
12.72,52.09,3,95.48
32.87,48.97,9,81.14
19.83,79.77,2,96.42
26.14,84.34,10,80.49
